,percentchange,high,price,low,relvolume,open,watchers,hourchange,sentiment
0,-5.6221,10.16,9.2396,9.12,0.3801,9.64,23354,0,1.23
1,-5.5087,10.16,9.2507,9.12,0.3859,9.64,23354,0,1.23
2,-6.3841,10.16,9.165,9.12,0.3914,9.64,23351,-3,0.88
3,-6.2819,10.16,9.175,9.12,0.3953,9.64,23351,-3,0.88
4,-5.5669,10.16,9.245,9.12,0.3999,9.64,23351,-3,0.88
5,-4.3922,10.16,9.36,9.12,0.4083,9.64,23351,-3,0.88
6,-3.8304,10.16,9.415,9.12,0.4165,9.64,23351,-3,0.88
7,-4.239,10.16,9.375,9.12,0.425,9.64,23351,-3,0.88
8,-5.6691,10.16,9.235,9.12,0.4351,9.64,23361,10,0.88
9,-6.6394,10.16,9.14,9.085,0.4523,9.64,23361,10,0.88
10,-5.3115,10.16,9.27,9.085,0.4647,9.64,23361,10,0.88
11,-4.7497,10.16,9.325,9.085,0.4749,9.64,23361,10,0.88
12,-4.954,10.16,9.305,9.085,0.4915,9.64,23361,10,0.88
13,-4.954,10.16,9.305,9.085,0.4915,9.64,23361,10,0.88
14,-4.954,10.16,9.305,9.085,0.4915,9.64,23359,-2,0.64
15,-4.954,10.16,9.305,9.085,0.4915,9.64,23359,-2,0.64
16,-5.1073,10.16,9.29,9.085,0.4915,9.64,23359,-2,0.64
17,-5.1073,10.16,9.29,9.085,0.4915,9.64,23359,-2,0.64
18,-5.1073,10.16,9.29,9.085,0.4915,9.64,23359,-2,0.64
19,-5.1073,10.16,9.29,9.085,0.4915,9.64,23359,-2,0.64
20,-5.1073,10.16,9.29,9.085,0.4915,9.64,23359,0,-0.36
21,-5.1073,10.16,9.29,9.085,0.4915,9.64,23359,0,-0.36
22,-5.1073,10.16,9.29,9.085,0.4915,9.64,23359,0,-0.36
23,-5.1073,10.16,9.29,9.085,0.4915,9.64,23359,0,-0.36
24,-5.1073,10.16,9.29,9.085,0.4915,9.64,23359,0,-0.36
25,-5.1073,10.16,9.29,9.085,0.4915,9.64,23359,0,-0.36
26,-5.1073,10.16,9.29,9.085,0.4915,9.64,23359,0,-0.36
27,-5.1073,10.16,9.29,9.085,0.4915,9.64,23358,-1,-0.11
28,-5.1073,10.16,9.29,9.085,0.4915,9.64,23358,-1,-0.11
29,-5.1073,10.16,9.29,9.085,0.4915,9.64,23358,-1,-0.11
30,-5.1073,10.16,9.29,9.085,0.4915,9.64,23358,-1,-0.11
31,-5.1073,10.16,9.29,9.085,0.4915,9.64,23358,-1,-0.11
32,-5.1073,10.16,9.29,9.085,0.4915,9.64,23358,0,-0.11
33,-5.1073,10.16,9.29,9.085,0.4915,9.64,23358,0,-0.11
34,-5.1073,10.16,9.29,9.085,0.4915,9.64,23358,0,-0.11
35,-5.1073,10.16,9.29,9.085,0.4915,9.64,23358,0,-0.11
